Word,Count,TF.IDF
monogram,0,0.0
explore,0,0.0
horace,0,0.0
accommodate,0,0.0
tune,0,0.0
killed,16,0.005790594036001907
cord,1,0.002380952380952381
cells,1,0.004135632367062396
astonishment,0,0.0
moods,8,0.025179582759759286
flitted,4,0.012589791379879643
divined,0,0.0
brixton,0,0.0
weird,0,0.0
elements,4,0.009523809523809525
londoners,0,0.0
negro,1,0.004135632367062396
wash,1,0.002380952380952381
ku,0,0.0
concluding,0,0.0
side,12,0.0
respects,0,0.0
warranties,3,0.0
midst,0,0.0
baits,0,0.0
dangerous,8,0.0061319637121402355
beg,5,0.0
panelled,2,0.008271264734124793
enable,0,0.0
bow,6,0.007351045326139405
succeed,0,0.0
housemaid,0,0.0
execution,0,0.0
impetuous,0,0.0
perfection,3,0.007142857142857143
wanting,2,0.0015329909280350589
contemptuous,0,0.0
ascertained,0,0.0
mission,4,0.0
routine,0,0.0
subsided,0,0.0
pre,1,0.0031474478449699107
poker,0,0.0
imprisonment,0,0.0
measure,1,3.619121272501192E-4
health,0,0.0
120,0,0.0
widow,0,0.0
sparkled,0,0.0
scandal,8,0.01904761904761905
pulling,2,0.0015329909280350589
panel,0,0.0
gordon,0,0.0
entreaties,0,0.0
retorted,0,0.0
quality,0,0.0
trustees,0,0.0
maid,2,7.238242545002383E-4
adapt,0,0.0
klux,0,0.0
vegetables,1,0.004135632367062396
cruelty,10,0.012251742210232341
rolling,0,0.0
bearings,0,0.0
staining,1,0.005528400225922292
bordered,1,0.002380952380952381
foul,2,0.0024503484420464686
sailed,1,0.002380952380952381
damaged,1,0.0
barton,0,0.0
faults,1,0.0012251742210232343
pomposity,0,0.0
crystallised,0,0.0
irene,0,0.0
ventured,2,7.238242545002383E-4
bedrooms,0,0.0
metallic,0,0.0
copyright,14,0.0
unpapered,0,0.0
rod,1,0.0031474478449699107
interesting,12,0.0043429455270014294
register,0,0.0
swag,0,0.0
cocksure,0,0.0
romper,0,0.0
staples,0,0.0
constant,1,0.0
,1,0.0
slighted,0,0.0
trouble,12,0.0
thrusting,0,0.0
shiny,1,0.004135632367062396
delicately,1,0.0031474478449699107
conceives,0,0.0
minds,3,0.002299486392052588
roylott,0,0.0
earrings,0,0.0
fashioned,4,0.00701871994444006
gipsies,1,0.0031474478449699107
shaven,0,0.0
screaming,1,0.0012251742210232343
filthy,0,0.0
smarting,0,0.0
huffed,0,0.0
seeking,3,0.0036755226630697025
spellbound,0,0.0
stain,6,0.010528079916660089
secret,41,0.0
finger,1,3.619121272501192E-4
read,33,0.0
number,4,0.0
mass,0,0.0
lunatic,0,0.0
butler,4,0.0030659818560701177
comely,1,0.002380952380952381
yawning,0,0.0
misgivings,0,0.0
papers,2,0.0015329909280350589
flicked,0,0.0
actor,2,0.011056800451844585
mexico,0,0.0
grieved,0,0.0
allusions,0,0.0
oscillates,0,0.0
ways,7,0.0
wreath,2,0.00350935997222003
armchairs,0,0.0
frightful,0,0.0
buildings,0,0.0
format,4,0.0
grounds,0,0.0
gravel,1,0.002380952380952381
mother,44,0.03372580041677129
shading,0,0.0
thrilling,0,0.0
roared,0,0.0
chief,4,0.0
smashed,0,0.0
hurry,2,7.238242545002383E-4
ledger,1,0.004135632367062396
gaslight,0,0.0
drive,7,0.0
jury,0,0.0
authoritative,1,0.0031474478449699107
holland,0,0.0
unfettered,0,0.0
iodoform,0,0.0
moral,9,0.003257209145251072
vessel,1,0.002380952380952381
whipcord,0,0.0
intricate,0,0.0
impressive,0,0.0
stock,2,0.0015329909280350589
typewritist,0,0.0
petersfield,0,0.0
st,4,0.004900696884092937
doubled,0,0.0
weaver,0,0.0
wits,0,0.0
politics,6,0.014285714285714285
scarlet,18,0.031584239749980265
decrepit,0,0.0
tire,3,0.016585200677766875
introducing,0,0.0
sturdy,0,0.0
discoloured,0,0.0
kissed,10,0.003619121272501191
humbler,0,0.0
intrusted,0,0.0
traditions,0,0.0
narrative,0,0.0
newcomer,0,0.0
womanly,0,0.0
intelligent,1,0.0012251742210232343
implicated,1,0.004135632367062396
depended,0,0.0
prosperous,0,0.0
harmonium,0,0.0
indications,0,0.0
twinkling,0,0.0
unsolved,0,0.0
organized,4,0.0
slit,0,0.0
overseen,0,0.0
ribbed,1,0.0031474478449699107
network,1,0.0
find,33,0.0
professionally,0,0.0
receipts,0,0.0
schools,1,0.002380952380952381
favourable,0,0.0
aloysius,0,0.0
heading,0,0.0
business,6,0.0
wild,28,0.010133539563003335
monotony,2,0.011056800451844585
tooth,0,0.0
backgammon,0,0.0
announce,1,0.001754679986110015
losing,2,0.0015329909280350589
liberties,0,0.0
resemblance,1,0.0012251742210232343
creditor,0,0.0
nurse,0,0.0
cracked,1,0.002380952380952381
support,5,0.0
produce,2,0.0
speckled,0,0.0
tollers,0,0.0
picking,2,0.00350935997222003
darting,0,0.0
services,0,0.0
conundrums,0,0.0
school,3,0.0010857363817503574
emigrant,0,0.0
referred,0,0.0
tout,1,0.005528400225922292
sable,0,0.0
conditions,2,0.004761904761904762
knowing,3,0.0010857363817503574
false,5,0.003832477320087647
soldier,0,0.0
standing,14,0.0
chuckling,0,0.0
weight,1,7.664954640175294E-4
geese,0,0.0
nonproprietary,1,0.0
june,3,0.002299486392052588
alley,0,0.0
bald,1,0.004135632367062396
question,14,0.005066769781501668
colonies,1,0.004135632367062396
pall,5,0.011904761904761904
monarch,0,0.0
fashionable,9,0.015792119874990133
art,77,0.09433841501878902
duty,5,0.0018095606362505956
recommend,0,0.0
fourth,1,3.619121272501192E-4
span,0,0.0
satisfy,0,0.0
hotels,0,0.0
involved,0,0.0
dealings,1,0.0031474478449699107
consult,2,0.00350935997222003
lounged,1,0.004135632367062396
creature,8,0.0028952970180009534
posterior,0,0.0
sections,1,0.0
heaving,0,0.0
assizes,0,0.0
persistence,0,0.0
community,0,0.0
chances,0,0.0
agitation,0,0.0
tricks,0,0.0
construction,0,0.0
shop,3,0.002299486392052588
fits,1,0.0012251742210232343
superb,1,0.004135632367062396
pedestrians,0,0.0
dishonoured,0,0.0
method,8,0.0
preventing,0,0.0
welcomed,0,0.0
impatiently,2,0.00350935997222003
compositor,0,0.0
post,6,0.004598972784105176
splendidly,1,0.0031474478449699107
scream,0,0.0
directors,1,0.005528400225922292
test,3,0.0036755226630697025
stairs,1,3.619121272501192E-4
abrupt,0,0.0
tassel,0,0.0
outr,0,0.0
pointing,2,7.238242545002383E-4
relative,0,0.0
meshes,0,0.0
works,32,0.0
12,1,0.001754679986110015
parapet,0,0.0
absorbed,5,0.015737239224849552
worms,0,0.0
pglaf,8,0.0
notifies,1,0.0
shadow,10,0.017546799861100148
horrible,48,0.03679178227284141
author,3,0.0
mood,7,0.012282759902770104
feel,36,0.0
satisfaction,0,0.0
hereditary,0,0.0
unfailingly,0,0.0
grate,0,0.0
hastened,1,0.002380952380952381
harvest,1,0.002380952380952381
harley,1,0.005528400225922292
fate,2,0.0015329909280350589
organisation,0,0.0
wreck,1,0.002380952380952381
intrusion,0,0.0
journeyed,0,0.0
working,2,0.0024503484420464686
adding,0,0.0
disentangled,0,0.0
spirits,0,0.0
people,104,0.0
justified,1,0.001754679986110015
electric,0,0.0
erred,0,0.0
conveniently,0,0.0
grind,0,0.0
gutenberg,93,0.0
disturbing,0,0.0
vanish,0,0.0
precisely,0,0.0
lipped,3,0.012406897101187187
locus,0,0.0
outer,0,0.0
registry,0,0.0
darlington,1,0.005528400225922292
assuring,1,0.002380952380952381
transverse,0,0.0
outsides,0,0.0
calamity,0,0.0
paint,8,0.009801393768185875
synonymous,1,0.0
asleep,4,0.0030659818560701177
laying,1,7.664954640175294E-4
reach,2,7.238242545002383E-4
lieu,2,0.0
wooded,0,0.0
begin,3,0.0
presently,0,0.0
petrarch,0,0.0
drowsiness,0,0.0
harrow,0,0.0
punctures,0,0.0
children,4,0.0
apprenticed,0,0.0
politicians,0,0.0
series,0,0.0
lloyd,0,0.0
newspaper,0,0.0
due,5,0.006125871105116171
chronicler,0,0.0
89,0,0.0
brassy,0,0.0
proposed,0,0.0
cousins,0,0.0
lead,11,0.00398103339975131
harmony,4,0.00701871994444006
eastward,1,0.002380952380952381
tiptoes,0,0.0
visits,0,0.0
managed,0,0.0
hullo,0,0.0
murky,1,0.004135632367062396
portion,0,0.0
tunnels,0,0.0
severn,0,0.0
appeals,2,0.006294895689939821
disc,0,0.0
chased,3,0.012406897101187187
win,1,0.001754679986110015
gainer,0,0.0
city,5,0.0
slut,0,0.0
eager,0,0.0
fabrication,0,0.0
accuser,0,0.0
circulation,0,0.0
penny,1,0.001754679986110015
production,1,0.0
fail,1,7.664954640175294E-4
recollect,0,0.0
serpentine,0,0.0
payments,3,0.0
inadequate,0,0.0
deception,1,0.002380952380952381
stages,0,0.0
insight,0,0.0
defeated,2,0.011056800451844585
ended,2,0.0015329909280350589
impressed,0,0.0
body,28,0.010133539563003335
random,0,0.0
residing,0,0.0
benevolent,0,0.0
reared,0,0.0
stage,13,0.022810839819430193
spread,3,0.0
lascar,0,0.0
murder,10,0.012251742210232341
acres,0,0.0
84,0,0.0
southern,1,0.0031474478449699107
tragedy,17,0.04047619047619048
gradually,4,0.0030659818560701177
prove,2,0.0
partially,0,0.0
refined,2,0.006294895689939821
successfully,0,0.0
parties,3,0.0036755226630697025
operations,0,0.0
bye,20,0.015329909280350587
years,40,0.0
window,21,0.0
court,3,0.0
layers,1,0.004135632367062396
young,72,0.0
scoundrel,1,0.001754679986110015
broadened,0,0.0
notion,0,0.0
vagueness,0,0.0
gold,49,0.03755827773685894
rid,6,0.0021714727635007147
8,5,0.0
verify,0,0.0
area,0,0.0
expense,2,0.0
twenty,14,0.0
screening,0,0.0
registered,2,0.0
noblest,1,0.001754679986110015
huge,17,0.04047619047619048
tells,7,0.0053654682481227055
abjure,0,0.0
purity,8,0.025179582759759286
sounds,2,7.238242545002383E-4
exquisite,26,0.06190476190476191
fuss,1,0.002380952380952381
disguise,2,0.0015329909280350589
grace,14,0.01715243909432528
afghan,0,0.0
archie,0,0.0
weaker,0,0.0
mere,23,0.028179007083534387
grimly,0,0.0
paul,1,0.004135632367062396
endeavoured,0,0.0
chivalrous,0,0.0
unfinished,0,0.0
perplexed,1,0.0031474478449699107
wight,0,0.0
redistribution,2,0.0
count,0,0.0
peep,0,0.0
frighten,2,0.0015329909280350589
committed,6,0.0
slitting,0,0.0
hatty,0,0.0
madly,4,0.012589791379879643
heelless,0,0.0
10th,0,0.0
door,67,0.0
await,0,0.0
loudly,1,0.0
strict,1,0.0
death,32,0.0
plainly,0,0.0
till,24,0.0
lives,24,0.0
giant,0,0.0
evenings,1,0.002380952380952381
hoofs,1,0.002380952380952381
belt,0,0.0
underneath,1,0.001754679986110015
wearing,4,0.009523809523809525
move,8,0.0
fancier,0,0.0
coolness,0,0.0
regard,0,0.0
harmless,1,0.0
shattered,0,0.0
indirect,1,0.0
confronted,0,0.0
margin,0,0.0
deadliest,0,0.0
seedy,0,0.0
disreputable,0,0.0
stuffs,0,0.0
disfigured,0,0.0
shuffled,0,0.0
poultry,0,0.0
slapped,0,0.0
hurt,3,0.0
momentary,1,7.664954640175294E-4
ned,1,0.005528400225922292
pocket,5,0.0
subtle,19,0.0598015090544283
fuller,0,0.0
501,2,0.0
speckles,0,0.0
guinea,1,0.001754679986110015
women,66,0.05058870062515694
remarkable,3,0.002299486392052588
taste,4,0.0
exceptionally,0,0.0
strode,0,0.0
sand,0,0.0
embellish,0,0.0
smoke,7,0.002533384890750834
provided,6,0.0
mortgage,0,0.0
tennessee,0,0.0
shilling,0,0.0
plate,5,0.003832477320087647
fairbank,0,0.0
strengthen,0,0.0
masked,0,0.0
ponderous,0,0.0
based,2,0.0
fitted,0,0.0
noiseless,0,0.0
reverie,2,0.004761904761904762
crack,0,0.0
cart,2,0.0015329909280350589
stepfather,0,0.0
discretion,0,0.0
regulating,1,0.0
coolest,0,0.0
mastery,0,0.0
professional,1,0.001754679986110015
defect,4,0.0
aright,0,0.0
cook,0,0.0
infinitely,3,0.0036755226630697025
talker,0,0.0
bisulphate,0,0.0
dream,10,0.003619121272501191
wives,1,0.001754679986110015
hansom,9,0.028327030604729193
brownish,0,0.0
encircled,0,0.0
nouement,0,0.0
vanished,2,0.0024503484420464686
windigate,0,0.0
learned,1,0.0
henry,236,0.5619047619047619
languid,2,0.00350935997222003
needed,1,7.664954640175294E-4
cargo,0,0.0
neck,5,0.008773399930550074
akimbo,0,0.0
miners,0,0.0
answering,2,0.00350935997222003
lengthen,0,0.0
convulsion,0,0.0
expressed,2,0.0015329909280350589
heard,37,0.0
slam,0,0.0
lay,12,0.0
leatherhead,0,0.0
boone,0,0.0
delay,2,7.238242545002383E-4
slip,0,0.0
purses,0,0.0
depressing,2,0.011056800451844585
daughter,5,0.0018095606362505956
unforeseen,0,0.0
complexion,0,0.0
surrounds,0,0.0
weigh,0,0.0
internal,1,0.0
accustomed,2,7.238242545002383E-4
topped,1,0.004135632367062396
copying,4,0.0
commissionaire,0,0.0
reported,3,0.0
acquitted,0,0.0
porter,0,0.0
literary,15,0.0
ordnance,0,0.0
apparition,0,0.0
feeling,20,0.0
juryman,0,0.0
induce,2,0.0015329909280350589
uncarpeted,0,0.0
passenger,0,0.0
warmed,1,0.001754679986110015
bodes,0,0.0
cigarettes,6,0.03317040135553375
conclusions,0,0.0
hydraulic,0,0.0
francis,9,0.04975560203330063
remunerative,0,0.0
suspicious,0,0.0
briar,0,0.0
richer,3,0.007142857142857143
fierce,1,0.002380952380952381
fair,5,0.0
electronically,2,0.0
manner,21,0.0
employers,0,0.0
offered,7,0.0053654682481227055
introduction,1,0.001754679986110015
chanced,0,0.0
dried,0,0.0
point,19,0.006876330417752263
regret,6,0.010528079916660089
cocktail,0,0.0
swain,0,0.0
sidelong,0,0.0
temples,0,0.0
success,2,0.0015329909280350589
choose,4,0.0
bottles,0,0.0
readers,0,0.0
hunted,2,0.004761904761904762
worry,1,0.001754679986110015
luxurious,2,0.006294895689939821
awkward,2,0.00350935997222003
arthur,0,0.0
possibly,5,0.0
vex,0,0.0
sheep,1,7.664954640175294E-4
apparently,2,0.00350935997222003
vague,2,0.00350935997222003
firmly,0,0.0
sparkles,0,0.0
communication,0,0.0
thudding,0,0.0
presume,0,0.0
cloudless,1,0.0031474478449699107
crisis,1,0.002380952380952381
groom,1,0.0031474478449699107
trumpet,1,0.002380952380952381
source,0,0.0
learn,5,0.0
shooting,5,0.011904761904761904
binding,1,0.0031474478449699107
keener,0,0.0
manifold,0,0.0
ashen,0,0.0
luncheon,1,0.0031474478449699107
unseat,0,0.0
fatigued,0,0.0
secured,0,0.0
represent,4,0.009523809523809525
clinked,0,0.0
cupboard,0,0.0
tinted,0,0.0
foliage,0,0.0
cudgelled,0,0.0
caused,4,0.0014476485090004767
scraping,0,0.0
belonged,2,0.00350935997222003
faster,1,0.0012251742210232343
positively,0,0.0
absence,2,0.0
erect,1,0.004135632367062396
betraying,0,0.0
magnificent,2,0.00350935997222003
bundle,0,0.0
atlantic,0,0.0
particulars,0,0.0
wait,8,0.0
task,0,0.0
lassitude,0,0.0
uffa,0,0.0
nights,3,0.0052640399583300445
yonder,0,0.0
episodes,0,0.0
tattered,3,0.009442343534909732
irresistible,1,0.001754679986110015
blanched,0,0.0
symptoms,0,0.0
persuasions,0,0.0
cocked,0,0.0
claim,2,0.0
preach,2,0.008271264734124793
unimportant,0,0.0
founder,1,0.004135632367062396
keeper,5,0.015737239224849552
pays,1,0.001754679986110015
tangible,0,0.0
require,3,0.0
curly,1,0.002380952380952381
headings,0,0.0
opera,13,0.030952380952380953
rifts,0,0.0
god,29,0.022228368456508354
officers,0,0.0
stones,6,0.014285714285714285
companies,0,0.0
exhibited,1,0.004135632367062396
clambered,0,0.0
rectify,0,0.0
directed,0,0.0
stupidity,3,0.0052640399583300445
agree,11,0.0
sly,1,0.002380952380952381
constables,0,0.0
hobbies,0,0.0
attempts,1,0.001754679986110015
peaked,0,0.0
tie,1,0.0012251742210232343
manage,2,0.0015329909280350589
pritchard,0,0.0
imploring,1,0.004135632367062396
lodge,1,0.0031474478449699107
excuses,2,0.00350935997222003
feature,0,0.0
prefers,0,0.0
estate,0,0.0
accept,5,0.0
loop,0,0.0
hanover,0,0.0
meddle,0,0.0
tomfoolery,0,0.0
spaulding,0,0.0
arrows,1,0.004135632367062396
wearer,1,0.0031474478449699107
analytical,0,0.0
dust,8,0.01403743988888012
turf,0,0.0
pavement,5,0.011904761904761904
baleful,0,0.0
pirates,0,0.0
force,6,0.004598972784105176
crystals,2,0.006294895689939821
sole,0,0.0
maiden,1,0.002380952380952381
amethyst,2,0.011056800451844585
wilhelm,0,0.0
refused,2,0.0
depression,0,0.0
realised,0,0.0
limps,0,0.0
nipper,0,0.0
built,3,0.002299486392052588
carriage,3,0.0010857363817503574
madman,0,0.0
mouthed,0,0.0
applicant,0,0.0
refuse,8,0.0061319637121402355
peering,3,0.0052640399583300445
scared,0,0.0
equally,0,0.0
reserve,1,0.002380952380952381
managing,0,0.0
nicely,0,0.0
conversation,5,0.0018095606362505956
finer,5,0.011904761904761904
hungry,3,0.002299486392052588
manageress,0,0.0
strain,1,0.002380952380952381
dirty,0,0.0
flecked,0,0.0
fidelity,2,0.008271264734124793
hyde,0,0.0
slow,6,0.010528079916660089
sends,1,7.664954640175294E-4
villas,0,0.0
caltrops,0,0.0
strenuously,0,0.0
glowing,0,0.0
performances,1,0.0
houses,12,0.0
hearty,0,0.0
repute,0,0.0
ghost,0,0.0
touching,4,0.00701871994444006
makes,28,0.0
100,0,0.0
throwing,4,0.0014476485090004767
exporting,1,0.0
foresaw,0,0.0
attentions,0,0.0
moon,8,0.0061319637121402355
nut,0,0.0
customary,0,0.0
plunging,0,0.0
intimacy,2,0.00350935997222003
step,4,0.0030659818560701177
eighteen,8,0.01904761904761905
middlesex,0,0.0
foreigner,0,0.0
solitude,1,7.664954640175294E-4
leaves,20,0.007238242545002382
signet,0,0.0
replace,1,0.0
artificial,3,0.0052640399583300445
thickly,1,0.002380952380952381
breathed,1,0.001754679986110015
drawled,0,0.0
hardy,1,0.002380952380952381
unwound,0,0.0
doran,0,0.0
evolve,0,0.0
ostrich,0,0.0
drawn,6,0.0021714727635007147
damp,2,0.0024503484420464686
brass,2,0.00350935997222003
knee,0,0.0
effort,5,0.0
hungrily,0,0.0
purple,15,0.005428681908751787
continually,0,0.0
india,2,0.006294895689939821
bicycling,0,0.0
needle,0,0.0
borrowed,1,0.0012251742210232343
show,13,0.0
plays,6,0.007351045326139405
horrors,3,0.0052640399583300445
hung,16,0.012263927424280471
additions,1,0.0
circumstantial,0,0.0
soothed,1,0.002380952380952381
hugh,0,0.0
speedy,0,0.0
oxford,5,0.015737239224849552
prices,0,0.0
unpleasant,0,0.0
nominal,0,0.0
lingering,1,0.001754679986110015
reputation,5,0.006125871105116171
calling,4,0.0014476485090004767
scattered,1,0.0
neat,0,0.0
nez,0,0.0
safely,0,0.0
lips,57,0.0
stars,6,0.010528079916660089
deductive,0,0.0
pressure,0,0.0
weaken,1,0.004135632367062396
refers,0,0.0
socket,1,0.004135632367062396
backwater,0,0.0
request,1,0.0
profoundly,0,0.0
masculine,0,0.0
timbered,0,0.0
fewer,1,7.664954640175294E-4
melbourne,1,0.005528400225922292
typewrite,0,0.0
beggary,0,0.0
introspect,0,0.0
memoir,0,0.0
bit,13,0.0047048576542515486
proportion,0,0.0
raved,0,0.0
french,8,0.0028952970180009534
spinster,0,0.0
useless,6,0.007351045326139405
foolscap,0,0.0
chink,0,0.0
exercising,0,0.0
fortunes,0,0.0
sharpened,0,0.0
flushing,1,0.004135632367062396
threatened,1,0.0012251742210232343
waistcoat,1,0.001754679986110015
empty,7,0.0
abandoned,0,0.0
padlocked,0,0.0
market,1,7.664954640175294E-4
sits,3,0.002299486392052588
bodies,0,0.0
landlord,0,0.0
subject,15,0.0
hard,10,0.0
rake,0,0.0
trace,3,0.0052640399583300445
4,6,0.0
crimes,1,0.004135632367062396
realising,0,0.0
jumped,3,0.0010857363817503574
lustre,1,0.002380952380952381
diabetes,0,0.0
sensitive,1,0.002380952380952381
aged,5,0.0
softened,1,0.0012251742210232343
sunbeam,0,0.0
ancestral,0,0.0
twentieth,1,0.0031474478449699107
prying,2,0.006294895689939821
youngster,0,0.0
whishing,0,0.0
sympathy,5,0.008773399930550074
expecting,0,0.0
tiny,3,0.0052640399583300445
mastiff,0,0.0
break,3,0.0
path,1,7.664954640175294E-4
unenforceability,1,0.0
skirmishes,0,0.0
mask,9,0.015792119874990133
difficulty,2,0.0
snarl,0,0.0
chatting,0,0.0
custom,3,0.0010857363817503574
dress,18,0.006514418290502144
hoarsely,0,0.0
warn,0,0.0
cracks,0,0.0
collection,6,0.0
expend,1,0.0
attics,0,0.0
kindness,1,7.664954640175294E-4
boa,0,0.0
tenfold,0,0.0
abruptly,0,0.0
terrorising,0,0.0
moisture,0,0.0
trousers,1,0.0031474478449699107
silent,14,0.005066769781501668
ezekiah,0,0.0
protected,0,0.0
88,0,0.0
chubb,0,0.0
anxiously,0,0.0
extended,0,0.0
whiskered,2,0.011056800451844585
independent,1,0.001754679986110015
cheap,0,0.0
421,0,0.0
grass,8,0.01403743988888012
morcar,0,0.0
fritz,0,0.0
defective,3,0.0
shortly,0,0.0
violet,3,0.012406897101187187
cured,1,0.001754679986110015
complicates,0,0.0
outline,0,0.0
acknowledge,2,0.00350935997222003
scrawled,1,0.005528400225922292
effects,1,0.001754679986110015
remainder,0,0.0
tide,0,0.0
gallows,0,0.0
entangled,0,0.0
gathered,0,0.0
worse,10,0.0
observe,1,0.0012251742210232343
watching,9,0.006898459176157765
supposition,0,0.0
77,0,0.0
inaccurate,1,0.0
fianc,0,0.0
homme,0,0.0
dad,0,0.0
40,0,0.0
circumspect,0,0.0
attendant,0,0.0
tack,0,0.0
indebted,0,0.0
private,5,0.003832477320087647
voices,4,0.0030659818560701177
struck,11,0.0
waylaid,0,0.0
clair,0,0.0
shook,28,0.010133539563003335
tier,1,0.004135632367062396
size,1,0.0
produced,9,0.0
tapping,0,0.0
noiselessly,1,0.004135632367062396
twinkled,0,0.0
smallest,1,7.664954640175294E-4
1890,0,0.0
manifested,0,0.0
jaw,0,0.0
steamed,0,0.0
tumbler,0,0.0
ingenious,0,0.0
detracted,0,0.0
handing,2,0.004761904761904762
desired,3,0.002299486392052588
system,2,0.00350935997222003
streaming,1,0.002380952380952381
hands,52,0.0
real,41,0.0
stalked,0,0.0
detour,0,0.0
ruddy,0,0.0
lurking,0,0.0
infer,0,0.0
collar,3,0.0036755226630697025
furnish,0,0.0
ingenuity,0,0.0
fingertips,0,0.0
gate,2,0.0024503484420464686
relation,0,0.0
screamed,3,0.0036755226630697025
commit,5,0.011904761904761904
spongy,0,0.0
donations,15,0.0
gulp,0,0.0
proosia,0,0.0
ringing,2,0.00350935997222003
tempted,0,0.0
signs,5,0.006125871105116171
prior,0,0.0
union,2,0.00350935997222003
parched,3,0.007142857142857143
donate,4,0.0
perspired,0,0.0
quivering,2,0.004761904761904762
concluded,0,0.0
squeezed,0,0.0
improbabilities,0,0.0
greengrocer,0,0.0
examined,8,0.009801393768185875
brawls,0,0.0
twinkle,0,0.0
dwell,0,0.0
clerks,1,0.0031474478449699107
encouraging,0,0.0
disturbed,0,0.0
oscillation,0,0.0
concisely,0,0.0
pledge,0,0.0
applying,0,0.0
briony,0,0.0
lichen,0,0.0
march,0,0.0
carried,6,0.0
suited,2,0.00350935997222003
rusty,0,0.0
allusion,0,0.0
smiled,17,0.006152506163252025
grievance,1,0.004135632367062396
snarled,0,0.0
presents,1,3.619121272501192E-4
accompli,0,0.0
occupied,2,0.0024503484420464686
financier,0,0.0
proofread,1,0.0
disadvantage,0,0.0
ejected,0,0.0
bequest,0,0.0
barmaid,0,0.0
dirt,0,0.0
gushes,0,0.0
denying,0,0.0
faddy,0,0.0
society,17,0.013030422888298001
fire,19,0.006876330417752263
sewing,0,0.0
interview,0,0.0
tapped,1,0.002380952380952381
strikes,0,0.0
paradoxical,0,0.0
burgled,0,0.0
fairly,1,3.619121272501192E-4
scenes,8,0.0061319637121402355
esq,0,0.0
tint,0,0.0
surface,3,0.007142857142857143
worst,3,0.0010857363817503574
toller,0,0.0
mantelpiece,1,0.0031474478449699107
vanishing,0,0.0
swan,0,0.0
elder,7,0.00857621954716264
nest,0,0.0
triumph,5,0.006125871105116171
facing,2,0.004761904761904762
included,3,0.0
familiar,1,7.664954640175294E-4
stolen,2,0.0024503484420464686
2002,0,0.0
lowest,1,0.001754679986110015
noble,5,0.0018095606362505956
depend,1,3.619121272501192E-4
grinder,0,0.0
buzz,1,0.0031474478449699107
effusive,0,0.0
convulse,0,0.0
zip,1,0.0
texts,0,0.0
mystery,8,0.0061319637121402355
examining,1,7.664954640175294E-4
ideal,12,0.03776937413963893
compose,0,0.0
nonentity,0,0.0
horsey,0,0.0
research,2,0.0
commission,0,0.0
pips,0,0.0
winter,9,0.003257209145251072
plot,1,0.0031474478449699107
history,10,0.003619121272501191
messenger,0,0.0
furtive,0,0.0
bag,6,0.007351045326139405
jabez,0,0.0
porch,0,0.0
1661,0,0.0
voraciously,0,0.0
bears,1,0.002380952380952381
luxuries,0,0.0
gentleman,24,0.008685891054002859
alter,13,0.0047048576542515486
walked,24,0.008685891054002859
curve,0,0.0
